avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-18-1521354211-ZpW7FaJc.png,1988,雅安,高中,2,163,想找一个有责任心，会关心家人，孝顺父母的,四川,1009711,蒲成
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-17-1521292002-aTwcTuOu.png,1992,成都,大专,2,161,最浪漫的事是：执子之手，与子偕老；最感动的话语是：执子之手，与子偕老；最幸福的事是：执子之手，与子偕老。,四川,1007987,Miya升级打怪
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/ad33654f-7c54-4854-9b1f-feadd95b5b5e,1997,南京,本科,2,165,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？,江苏,1006100,哭到笑才叫痛
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-16-1521197837-ThgECYC5.png,1996,广州,初中,2,166,转角遇见你，刚刚好！,广东,1005356,凤尾兰
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/adeded0c-163a-4f14-b2d0-7fa0d8c2482f,1991,广州,大专,2,164,愿得一人心，白首不分离,广东,1004868,(ง •̀_•缘
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-16-1521191090-BjvNeTyD.png,1994,深圳,高中,2,161,佛系派女生，不喜欢手机游戏迷，抽烟的男生,广东,1004764,依然珍惜
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/ad7a1aee-d913-4eea-8a1c-e2d4d314a483,1996,宿迁,高中,2,165,找一个有担当，积极，不求你大富大贵，但求你有上进心,江苏,1003087,*遇见*
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/800a8650-1e20-4b42-b282-c61620ab159c,1988,广元,中专,2,162,只要你在我身上赌，拼了命的不会让你输,四川,1002891,萍N
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/0030-03-16-1521185283-Oni8xqsH.png,1989,厦门,初中,2,163,找个适合的人聊一聊,福建,1002743,失败是成功他爹
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-15-1521101006-Hh01xhJT.png,1990,深圳,大专,2,166,爱笑的眼睛。执子之手，与子偕老。,广东,1002521,伊菲儿
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/9cffee0c-b0f5-4c47-aa24-18e4b58763fc,1995,广州,本科,2,166,在茫茫人海之中，轻唤一声，我的爱，我们相视一笑，那是彼此才能会心解读的浪漫回音。,广东,1001575,Jocelyn.
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-15-1521044463-maLnpFDk.png,1991,南京,大专,2,169,35岁以上勿扰，离异勿扰,江苏,1001439,雅茹218
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/7b72862d-b19e-406c-9b54-7e22ecceaedc,1993,青岛,大专,2,167,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？,山东,1000965,等待555
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/d8316799-b310-4c76-8370-c27cdf48a195,1992,合肥,大专,2,163,一直很孤单，,安徽,1000951,落叶自然
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-14-1521005736-aSL9d2jV.png,1995,广州,大专,2,162,总会等到对的人，说晚安！,广东,1000523,詹大大大大大小姐
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/d302e779-7305-42c2-8d80-6c046b29faa6,1995,南京,本科,2,168,"自己：爱看动漫，电影（很迷科幻悬疑之类的），打游戏，性格时而很皮时而很安静，文艺兼逗比，会烧饭洗衣换灯泡补轮胎还有吹牛逼。
你：年龄那肯定是要比我大的，个子要高高的，我也挺显高的，也喜欢看电影，如果也看动漫那就更棒了，能够好好上班，有上进心，能够管管我，因为我自觉性有点差但是我很听话，能有时间带我出去玩。
另：至少相处一年才会决定结婚。",江苏,1000238,你努力给谁看
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/1932942e-239d-4ded-bd1b-3585ffcb7bd5,1989,深圳,高中,2,165,本人爱家庭，爱生活，爱生命，来到这里只想邂逅一位相互适合的男士，携手同行走进婚姻的殿堂，陪伴一生！选择什么样的伴侣就选择什么样的人生，不管是本人主动发件还是发件给本人的男士，如果并非真心实意，烦请别回本人信件，谢谢，非诚勿扰！,广东,999537,时 间 煮 雨
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/4a58a0aa-550e-451e-94ca-2c69f674efef,1994,上海,中专,2,168,找对象，谈结婚的，希望可以走到最后,上海,999344,leo狮子座
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-14-1521016104-iTN1HSkx.png,1988,上海,本科,2,163,希望能嫁给爱情。,上海,998308,刘园
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-13-1520911029-fzH7tmFu.png,1989,武汉,大专,2,163,一切终归平淡，开心就好！希望拥有一个家！,湖北,995739,枝枝666
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-11-1520760202-Dp0kkzhW.png,1990,深圳,本科,2,163,"扩大朋友圈,聊的来的可以在一起试试",广东,994819,Can’t
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-11-1520745461-VrC4wOv3.png,1992,苏州,本科,2,163,专一！专一！一定要专一！,江苏,994378,思绪旭
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/6c81d939-772d-46a7-a358-6dc9bf236635,1993,北京,大专,2,163,我希望可以找到一个性格开朗，内心成熟的人，互相照顾，一起前进。,北京,993147,summer25
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-10-1520689640-J3WZIv2C.png,1995,重庆,本科,2,165,想找一个真心相处的，想结婚的对象，不想异地，年龄不要超过28岁，身高178以上，太低的就别来了。我净高165，不怎么穿平底鞋。我现在在重庆，安徽是老家，这两个地方的人都可以，邻省也行，别离太远，我可以去找你。爱的人在哪里哪里就是家。我只想好好谈一场恋爱，不是真心的勿扰，谢谢。,重庆,993028,徐梦雅
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/cf537464-efe9-4ac5-b9f6-ff3c7133a102,1995,上海,大专,2,165,家里催的紧，工作周围全是女的，因为我是护士。,上海,991602,无所喂
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-11-1520700638-kFykDdSy.png,1992,深圳,高中,2,164,这软件玩不透，可以加我微信15118102275,广东,991151,就那样的
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-09-1520606066-LnKgerlH.png,1989,上海,本科,2,166,89年，白羊座，上海户口，小时候在北方长大。现在在一家外企从事外贸工作。喜欢旅游，看美剧，平时社交不多，希望你是比我高，能力比我强，有担当，不传统，有趣的男生，不打算留在上海的勿扰，希望在这里遇到对的你。,上海,991087,菠萝菠萝蜜89
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/a30bdd35-2508-4dc7-8722-e98c0fb6bf9e,1995,上海,大专,2,165,起风了。,上海,990357,彭甜
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/d30df877-001e-473b-a52a-4f964b1ff024,1997,青岛,大专,2,165,聊得来,山东,990063,佳琳妹妹呢
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/14342713-5043-401b-af5a-593381e2d9d7,1990,武汉,高中,2,164,愿得一人心，白首不分离,湖北,989606,精彩的蝴蝶
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/52a70897-b909-4a0a-a25d-1dfc9481a82d,1996,北京,本科,2,166,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？,北京,988630,lena~
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-09-1520555506-deyXKj3d.png,1992,深圳,本科,2,165,希望认识能力相当，志同道合的朋友！,广东,988515,吕雪儿
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2c864fe5-36a2-4a87-8a49-9e63f1fcc72e,1994,广州,大专,2,170,"我在等
等风
等你来",广东,988073,Sunny_孙
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/0f9b780d-7621-4e5b-87ec-e0dd0bd26305,1992,杭州,本科,2,161,我是一个认真坚持自己喜欢的事情，努力工作，积极生活的人。希望能找到一位志同道合的有缘人，一起走下去。,浙江,987858,佳佳3770
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/08fea486-4472-4fb7-b69f-3220ae1c0fa1,1994,青岛,大专,2,165,正二八景。,山东,987834,目民。
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-08-1520478698-EiO9p1yn.png,1990,福州,大专,2,162,失恋,福建,987785,抑郁的我
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-07-1520397571-nGxivDi1.png,1993,济南,高中,2,170,愿得一人心，白首不相离,山东,985993,123我是静静
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/7d2150a0-8e64-48fd-b4d3-d0e765078c7f,1994,广州,本科,2,162,愿得一人心，白首不分离。最看重对方的责任感、胸怀、幽默感、生活习惯，能一起疯狂看世界，也能一起岁月如静，你会是那个他吗？,广东,985776,芳华瑾年zwx
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/626918cf-de21-42cc-ad83-7c89abdb0dc1,1994,厦门,大专,2,165,我微信yao747642018,福建,985122,必有回想
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/83b7eaf2-5f55-4290-93c5-fe7048ac8aeb,1996,长沙,大专,2,162,我是常德人，95年属猪摩羯座，目前在长沙工作，希望定居于长沙。感谢这个平台！更感谢给我打招呼发信息的朋友！如果我符合你的要求，请先看一下我资料里的条件，觉得您满足再私信我，感谢！我希望能找到自己内心理想的另一半。对不起，十分介意生肖属猴、蛇、猪，介意抽烟、玩游戏、看小说、工作地点不稳定，介意个人形象和经济条件……请原谅我的要求有点多，也是对彼此负责……,湖南,984795,半梦半醒的小糊涂
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-13-1520950765-dpFTwuDa.png,1995,上海,本科,2,162,三观很重要,上海,984357,奎尼
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/b3face6f-cffc-4a6a-9d6a-d6a49934c41b,1995,武汉,本科,2,166,我的世界，只需要你懂就行,湖北,984276,小鹿纯子哦
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-06-1520343541-BM88ajMR.png,1989,上海,本科,2,162,希望遇到任何困难都可以把我放在第一位,上海,983668,潇洒小姐S
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-06-1520310423-bAUF7IlC.png,1995,广州,初中,2,163,只想找广东省内，不限你是广东省哪里。不需要对方有多么物质基础，现在我们也可以共同努力。只希望能够以后真的在一起后的开支有充分的准备，无需过多担忧。虽然很现实，但是没有面包的生活，谈何未来？,广东,983073,木木鱼鱼儿
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/0820989b-4731-4b86-9e96-fb28e88142fc,1992,贵阳,高中,2,162,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？,贵州,983001,害羞的小姐姐
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/1cd9b92a-a118-4467-80ad-8924ba87e284,1991,南京,本科,2,161,相知相守相爱也许就是最简单的爱也是最长久。,江苏,981902,梅yy
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-08-1520465407-qKB6xDag.png,1991,杭州,本科,2,165,互相理解、互相信任、互相包容，期待早点遇见那个他，一起携手共创美好未来。,浙江,981515,曹尹
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-04-1520132041-Wz5Lxtnm.png,1995,南充,大专,2,170,如果有天有幸遇见你，愿我的余生都是你,四川,978220,孝敏
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-04-1520093344-uGQkYvsl.png,1989,上海,本科,2,169,"你好，很高兴认识你！
我是浙江宁波人，宁波大学英语专业毕业，专业八级。毕业后做了三四年英语老师，目前在上海一家加拿大护肤品公司工作。
我平时生活简单，喜欢旅游美食读书健身。
希望找的他28周岁以上，身高172公分以上，成熟稳重，积极乐观，孝顺，对未来有一定的规划和打算，幽默感加分！我希望他已经有一定的经济基础以及有组建家庭的打算！",上海,977999,Cherry罗
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/d499c76c-2af8-4cca-8998-0b0e9686b9a7,1995,成都,中专,2,164,"有的人说不喜欢我！呵呵我笑了我生下来就为了讨你喜欢么？
活泼不拘小节大大咧咧的一枚女汉纸",四川,977444,柚子6茶
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-06-1520310600-NNFAFqQV.png,1990,广州,本科,2,161,没有适合结婚的年龄，只有适合结婚的感情,广东,977048,土圆肥
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/c05ae648-325a-4dd7-9a94-65b5d540c0d5,1995,福州,本科,2,168,后海有树的院子，夏代有工的玉，此时此刻的云，二十来岁的你。,福建,976784,陈渡别酒
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/df185d81-c8a9-477b-9666-38f8640ae736,1995,东莞,高中,2,170,不要身高低于176的 虽然我也没那么高,广东,976157,不精致的女孩
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/f2e7c673-9952-4547-9d13-d448a892ea7d,1997,深圳,大专,2,164,这个人很懒什么也没留下,广东,975707,UPup
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/062c67f3-c696-473e-8af9-a1d98658dd2a,1990,上海,本科,2,166,本人从事市场工作，喜读书学习，喜环游世界，喜赚钱花钱，喜享乐主义，不喜家务杂事，不喜心眼套路，不喜弯弯绕绕。望你知书达理有教养，喜爱旅行，善于替人拍照，具备互相理解沟通的能力，勿傻白甜，勿自我感觉过于良好，热爱生活与工作，对自身有正确认知。,上海,975641,Zincy
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/35521c74-fe8e-430a-bc12-f5a5b023e87b,1994,武汉,本科,2,163,小学在编教师，喜欢旅游，话剧，歌剧，电影，爬山，希望能找到一个志趣相投，三观一致的另一半。,湖北,975409,Bingomix
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-02-1519962913-N5nyuUPV.png,1988,苏州,本科,2,164,看看,江苏,974842,我不是小小菲
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-01-1519912649-AiKB0Bgq.png,1989,深圳,大专,2,163,2018脱离单身！结婚，结婚，结婚！,广东,973668,张雪Z&X
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/0e9c03b9-2112-4f2e-87d9-6ec7b71e307f,1990,长沙,硕士,2,169,共同进步。,湖南,972742,Tyaya
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/156b12f8-39cf-49e7-a356-5ae7a3cc9546,1993,深圳,本科,2,161,细水长流，一起变好，变老。,广东,972256,Shirley_
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-18-1521352919-SHk3K684.png,1992,广州,大专,2,165,行动上努力，结果处随缘。,广东,971403,ailaTam
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/9be8287f-149a-4e5d-9c69-bdf1261379a3,1994,宁德,本科,2,162,如果快乐太难了，那么祝你健康,福建,971397,姓吴的大姐姐
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-28-1519812922-MHhxyoan.png,1992,深圳,本科,2,162,慢热型文艺女，工作较忙，不在深圳的及年龄高于33岁的就烦请不要发信息了。,广东,970829,小小晓晓-cat
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/97acc6a9-a66f-4842-95d7-3aaa34d97c21,1996,南京,本科,2,165,如果你依然单身，不要心急。上帝正望着你，说：“我要为这个女孩留一个特别的人。”,江苏,970295,指尖微凉°
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-07-1520426727-SGbQg9Ie.png,1992,广州,本科,2,165,等一个特别的人,广东,970275,KT.
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-28-1519792396-GLqOzlZy.png,1990,上海,本科,2,163,婚姻的纽带，不是孩子，不是金钱，而是关于精神的共同成长，在最无助和软弱时候，有他（她）托起你的下巴，扳直你的脊梁，令你坚强，并陪伴你左右，共同承受命运。那时候，你们之间除了爱，还有肝胆相照的义气，不离不弃的默契，共同孕育的成长，以及铭心刻骨的恩情。,上海,970234,EmilyQ
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-28-1519796709-kBCsUrwH.png,1994,广州,大专,2,161,喜欢主动、幽默、有话聊的你，女孩子都是矜持点的啦……（平时少上这个，所以可能信息不会及时回复）不符合我择偶标准的就不用私聊我了，我应该不会回复的，谢谢,广东,968770,Icey小敏
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-27-1519711754-Gk1I0dj9.png,1991,苏州,初中,2,166,刚注册，希望遇到真诚的人,江苏,967992,西顾君
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/55a13836-944a-490e-ae5d-31bc37e63ed1,1994,上海,本科,2,165,对于另一半我希望是成熟，稳重，体贴，开朗，专一不花心，不木讷，偶尔会点小浪漫，懂得照顾人，有安全感，责任心和事业心的。没有不良嗜好，最好能不抽烟，我对烟味敏感。此外有一份稳定的工作。能够有一套婚房。身高能在175cm以上，体重正常不肥胖。非上海人目的不纯者勿扰。,上海,967962,慕容蓝蝶
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/06a6ce9e-60b7-4abe-aca6-bb502f28dba3,1997,嘉兴,本科,2,165,你傻的可爱。,浙江,966001,番茄茄啊
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-27-1519704533-7Mxhv83b.png,1991,深圳,大专,2,162,随缘,广东,965384,melinda☘
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-26-1519615442-8aAz3FZ7.png,1988,广州,中专,2,168,如果找到了、只想对他说、余生请多多关照！,广东,965328,林映映
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-26-1519652723-FPIPGkbh.png,1993,成都,大专,2,163,适合最重要,四川,965199,爽爽蔣子
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-25-1519565345-helgefTx.png,1991,广州,本科,2,161,简单爱,广东,963825,Oily
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-03-04-1520120115-4xYfbzZa.png,1992,上海,本科,2,162,聊得来，有眼缘哒,上海,963421,乐乐明浩
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-25-1519535895-wf2jsQVs.png,1994,南京,本科,2,165,上得厅堂下得厨房，不喜喧嚣～略宅,江苏,962204,花茉
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/c72d561c-2a05-4324-9a75-9fb1aa401e89,1996,厦门,大专,2,168,刚毕业在厦门上班，很喜欢厦门。对另一半经济条件要求不高，两个人有个小窝就好。我本人性格挺好的，收入虽然不高但是可以养活自己，希望能遇到愿意相守一生的小哥哥,福建,961343,小苦b
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/7e377245-1d43-4652-a836-b047abe77125,1997,武汉,本科,2,165,愿得一人心，白首不分离,湖北,960815,似水流年~
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-28-1519818274-HEn6z1UN.png,1993,广州,本科,2,164,"简单，坦诚，专一。
我的家乡在湛江，户口与居住地在广州，党员，毕业于广东财经大学，从事理财规划行业。性格偏向文静温和。

我挺喜欢现在的生活和工作状态，只是到了该考虑的年纪，这个平台刚尝试，希望遇到一个有共同话题能共度一生的人；希望未来可以在闲暇时一起散步、读书、做饭、看电影、旅游…",广东,960577,淡若心微
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/ab0c6a6c-8d40-4ec0-bba1-49e5692f2ba1,1990,北京,本科,2,167,资料真实，真心找对象，非诚勿扰，各种托出门左拐不远就是地铁站，不符合择偶条件的出门右行，不远就是地铁站的又一个入口，谢谢。要求，在北京有稳定工作，有独立住房，或者有能力买房，学历本科以上，身高1，75以上，月收入一万以上，看过身份证学位证还有收入证明才会考虑见面的。网络交友谨慎为上。谢谢平台。谢谢喜欢我的人。谢谢。,北京,960134,京菁菁
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-24-1519444051-WjCflYjz.png,1993,洛阳,大专,2,163,何须西风悲画扇，倒是初见已定情。,河南,959793,叫我张公子丶
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/d9f727ac-ccbb-4b01-b445-9656027f46bb,1988,南京,硕士,2,163,浦口一高校教师，期待遇见合适的你～,江苏,958591,当当123
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/77e89d89-44b6-414f-83a0-a312d7761045,1994,长沙,本科,2,161,只希望你善良阳光就好。,湖南,958433,Krystal25
avatar,birthdayyear,city,education,gender,height,monolog,province,userid,username
http://img.7799520.com/2018-02-23-1519377846-VWZNZPVi.png,1993,咸宁,大专,2,161,。内心独白？？,湖北,958006,爆炸汽水
